dir	file	pearson	spearman
STS/STS12-en-test	MSRpar	0.38381332167441345	0.4219114017971441
STS/STS12-en-test	MSRvid	0.8353702477017398	0.8120996486154178
STS/STS12-en-test	SMTeuroparl	0.49116313495604763	0.5786152497584468
STS/STS12-en-test	surprise.OnWN	0.6390470020218212	0.5873094050817755
STS/STS12-en-test	surprise.SMTnews	0.5198628558442597	0.41829620693279684
STS/STS12-en-test	Avg.	0.5738513124396564	0.5636463824371163

dir	file	pearson	spearman
STS/STS13-en-test	FNWN	0.49380115806868896	0.515056784094177
STS/STS13-en-test	headlines	0.7166390468758336	0.7009351209160278
STS/STS13-en-test	OnWN	0.787003405875069	0.7701473720894514
STS/STS13-en-test	Avg.	0.6658145369398638	0.6620464256998854

dir	file	pearson	spearman
STS/STS14-en-test	deft-forum	0.3576159082271404	0.36433811721559006
STS/STS14-en-test	deft-news	0.7537680485050031	0.6833827903438712
STS/STS14-en-test	headlines	0.6541440291647221	0.6039126592972628
STS/STS14-en-test	images	0.8162490284004627	0.7668784209457393
STS/STS14-en-test	OnWN	0.8148729016729505	0.806906154609384
STS/STS14-en-test	tweet-news	0.698484711045942	0.6420121870902563
STS/STS14-en-test	Avg.	0.6825224378360368	0.644571721583684

dir	file	pearson	spearman
STS/STS15-en-test	answers-forums	0.6800531095003322	0.6933453541773452
STS/STS15-en-test	answers-students	0.7116997225293779	0.7103648554935229
STS/STS15-en-test	belief	0.6988256443964664	0.7080775069954349
STS/STS15-en-test	headlines	0.7261044706056614	0.71489248860932
STS/STS15-en-test	images	0.8235158350063306	0.8240048327411651
STS/STS15-en-test	Avg.	0.7280397564076337	0.7301370076033576

dir	file	pearson	spearman
STS/STS16-en-test	answer-answer	0.39591161650448514	0.3866877444428566
STS/STS16-en-test	headlines	0.7135031115524973	0.7093553650689183
STS/STS16-en-test	plagiarism	0.8038690295321425	0.8083394869483241
STS/STS16-en-test	postediting	0.7914575646350236	0.8121710146530524
STS/STS16-en-test	question-question	0.6793202708742024	0.6829351815979471
STS/STS16-en-test	Avg.	0.6768123186196702	0.6798977585422197

dir	file	pearson	spearman
STS/STSBenchmark	sts-train	0.7189004541160128	0.6641698099666544
STS/STSBenchmark	sts-dev	0.7760386835153001	0.7727532928689838
STS/STSBenchmark	sts-test	0.6726397555318906	0.6316115587824929
STS/STSBenchmark	Avg.	0.7225262977210679	0.6895115538727103

dir	file	pearson	spearman
SICK	SICK_train	0.7186579455913286	0.5888165407472478
SICK	SICK_trial	0.6958395690884152	0.5768266308549276
SICK	SICK_test_annotated	0.7043808249105192	0.5767261341946751
SICK	Avg.	0.706292779863421	0.5807897685989502

